explanation_id,sentence_id,sentence_text,annotator,label,notes
AI_P29_2,1,"All waves obey the relationship v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator One,FRAME,AUTO_ANN_V1: expansion batch
AI_P29_2,1,"All waves obey the relationship v = fλ, where v is wave speed, f is frequency, and λ is wavelength.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,2,"In a given medium, the wave speed is fixed by the physical properties of that medium — for example, sound travels at roughly 343 m/s in air regardless of the source.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_2,2,"In a given medium, the wave speed is fixed by the physical properties of that medium — for example, sound travels at roughly 343 m/s in air regardless of the source.",Annotator Two,CAVEAT,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,3,"This means if you increase the frequency, the wavelength must decrease proportionally to keep the speed constant.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P29_2,3,"This means if you increase the frequency, the wavelength must decrease proportionally to keep the speed constant.",Annotator Two,PRINCIPLE_DERIVE,AUTO_ANN2_DRAFT: overlap extension
AI_P29_2,4,"Think of a jump rope being shaken faster: the waves come more frequently, but each individual wave crest is shorter, while the speed at which disturbances travel along the rope stays the same.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P29_2,4,"Think of a jump rope being shaken faster: the waves come more frequently, but each individual wave crest is shorter, while the speed at which disturbances travel along the rope stays the same.",Annotator Two,INTUITION,AUTO_ANN2_DRAFT: overlap extension
AI_P30_1,1,"A magnetic field changes a moving charged particle’s motion through the Lorentz force, which acts perpendicular to both the particle’s velocity and the magnetic field.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,2,"Because the force is always sideways rather than along the direction of motion, it does not speed the particle up or slow it down; instead, it bends its path.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,3,"If the velocity is fully perpendicular to the field, the particle moves in a circle; if there is also motion along the field, the path becomes a helix.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_1,4,"A helpful analogy is a ball tied to a string: the tension (like the magnetic force) continuously pulls sideways, curving the motion without changing its speed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P30_2,1,"A magnetic field exerts a force on a moving charged particle, but this force always points perpendicular to both the particle's velocity and the magnetic field direction — described by the equation **F = qv × B**.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,2,"Because the force is always sideways to the motion, it never speeds the particle up or slows it down; it only continuously redirects it.",Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,3,This causes the particle to curve into a circular or helical path rather than a straight one.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
AI_P30_2,4,"Think of it like a ball on a string: the string pulls sideways, keeping the ball spinning in a circle without changing its speed.",Annotator One,INTUITION,AUTO_ANN_V1: expansion batch
AI_P30_2,5,No work is done.,Annotator One,PRINCIPLE_DERIVE,AUTO_ANN_V1: expansion batch
